% 1. Title of Database: Blocks Classification
% 2. Sources:
%    (a) Donato Malerba
%        Dipartimento di Informatica
%        University of Bari
%        via Orabona 4
%        70126 Bari - Italy
%        phone: +39 - 80 - 5443269
%        fax: +39 - 80 - 5443196
%        malerbad@vm.csata.it
%    (b) Donor: Donato Malerba
%    (c) Date: July 1995
% 3. Past Usage:
%    This data set have been used to try different simplification methods
%    for decision trees. A summary of the results can be found in:
% 
%    Malerba, D., Esposito, F., and Semeraro, G.
%    "A Further Comparison of Simplification Methods for Decision-Tree Induction."
%    In D. Fisher and H. Lenz (Eds.), "Learning  from Data: 
%    Artificial Intelligence and Statistics V", Lecture Notes in Statistics,
%    Springer Verlag, Berlin, 1995.
% 
%    The problem consists in classifying all the blocks of the page
%    layout of a document that has been detected by a segmentation
%    process. This is an essential step in document analysis
%    in order to separate text from graphic areas. Indeed, 
%    the five classes are: text (1), horizontal line (2),
%    picture (3), vertical line (4) and graphic (5).
%    For a detailed presentation of the problem see:
% 
%     Esposito F., Malerba D., & Semeraro G.
%   Multistrategy Learning for Document Recognition
%          Applied Artificial Intelligence, 8, pp. 33-84, 1994
% 
%    All instances have been personally checked so that
%    low noise is present in the data.
% 
% 4. Relevant Information Paragraph:
% 
%    The 5473 examples comes from 54 distinct documents. 
%    Each observation concerns one block. 
%    All attributes are numeric.
%    Data are in a format readable by C4.5.
% 
% 5. Number of Instances: 5473.
% 
% 6. Number of Attributes 
% 
%    height:   integer.         | Height of the block.
%    lenght:   integer.     | Length of the block. 
%    area:     integer.    | Area of the block (height * lenght);
%    eccen:    continuous.  | Eccentricity of the block (lenght / height);
%    p_black:  continuous.  | Percentage of black pixels within the block (blackpix / area);
%    p_and:    continuous.        | Percentage of black pixels after the application of the Run Length Smoothing Algorithm (RLSA) (blackand / area);
%    mean_tr:  continuous.      | Mean number of white-black transitions (blackpix / wb_trans);
%    blackpix: integer.    | Total number of black pixels in the original bitmap of the block.
%    blackand: integer.        | Total number of black pixels in the bitmap of the block after the RLSA.
%    wb_trans: integer.          | Number of white-black transitions in the original bitmap of the block.
% 
% 
% 
% 7. Missing Attribute Values:  No missing value.
% 
% 8. Class Distribution: 
% 
%                                            Valid    Cum
%    Class               Frequency  Percent  Percent  Percent
%  
% text                      4913     89.8     89.8     89.8
% horiz. line                329      6.0      6.0     95.8
% graphic                     28       .5       .5     96.3
% vert. line                  88      1.6      1.6     97.9
% picture                    115      2.1      2.1    100.0
%                                 -------  -------  -------
%                         TOTAL      5473    100.0    100.0
% 
% Summary Statistics:
% 
% Variable      Mean    Std Dev   Minimum   Maximum   Correlation 
% 
% HEIGHT       10.47      18.96         1       804         .3510
% LENGTH       89.57     114.72         1       553        -.0045
% AREA       1198.41    4849.38         7    143993         .2343
% ECCEN        13.75      30.70      .007    537.00         .0992
% P_BLACK        .37        .18      .052      1.00         .2130
% P_AND          .79        .17      .062      1.00        -.1771
% MEAN_TR       6.22      69.08      1.00   4955.00         .0723
% BLACKPIX    365.93    1270.33         7     33017         .1656
% BLACKAND    741.11    1881.50         7     46133         .1565
% WB_TRANS    106.66     167.31         1      3212         .0337
% 
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%

@relation page-blocks

@attribute height INTEGER
@attribute lenght INTEGER
@attribute area INTEGER
@attribute eccen REAL
@attribute p_black REAL
@attribute p_and REAL
@attribute mean_tr REAL
@attribute blackpix INTEGER
@attribute blackand INTEGER
@attribute wb_trans INTEGER
@attribute class {1,2,3,4,5}

@data
10,33,330,3.300,.367,.864,1.95,121,285,62,1
10,79,790,7.900,.385,.880,2.13,304,695,143,1
10,80,800,8.000,.314,.799,2.06,251,639,122,1
11,97,1067,8.818,.297,.666,2.40,317,711,132,1
9,82,738,9.111,.389,.920,2.33,287,679,123,1
9,69,621,7.667,.343,.876,1.75,213,544,122,1
12,84,1008,7.000,.282,.778,1.91,284,784,149,1
9,82,738,9.111,.379,.879,2.35,280,649,119,1
10,11,110,1.100,.373,1.00,1.58,41,110,26,1
10,63,630,6.300,.294,.895,2.20,185,564,84,1
11,102,1122,9.273,.289,.829,1.87,324,930,173,1
9,82,738,9.111,.385,.935,2.29,284,690,124,1
22,26,572,1.182,.283,.918,1.93,162,525,84,1
22,47,1034,2.136,.319,.753,2.13,330,779,155,1
10,53,530,5.300,.340,.900,1.82,180,477,99,1
10,40,400,4.000,.338,.878,1.90,135,351,71,1
8,82,656,10.250,.288,.997,1.99,189,654,95,1
10,34,340,3.400,.356,.803,1.83,121,273,66,1
9,81,729,9.000,.348,.927,2.21,254,676,115,1
11,13,143,1.182,.420,.979,2.22,60,140,27,1
11,8,88,.727,.250,1.00,2.44,22,88,9,1
11,43,473,3.909,.334,.875,2.47,158,414,64,1
9,75,675,8.333,.396,.914,2.21,267,617,121,1
11,86,946,7.818,.283,.764,1.91,268,723,140,1
1,33,33,33.000,1.00,1.00,33.00,33,33,1,2
1,124,124,124.00,.444,1.00,7.86,55,124,7,2
1,75,75,75.000,.920,1.00,11.50,69,75,6,2
9,6,54,.667,.500,.593,13.50,27,32,2,1
10,64,640,6.400,.514,.966,2.84,329,618,116,1
9,36,324,4.000,.611,.926,3.36,198,300,59,1
9,34,306,3.778,.288,.641,2.10,88,196,42,1
10,98,980,9.800,.463,.945,2.72,454,926,167,1
9,121,1089,13.444,.356,.817,2.20,388,890,176,1
11,100,1100,9.091,.456,.882,3.04,502,970,165,1
25,118,2950,4.720,.268,.745,2.02,791,2198,392,1
10,126,1260,12.600,.456,.883,2.85,575,1113,202,1
10,85,850,8.500,.333,.696,2.28,283,592,124,1
9,43,387,4.778,.509,.959,3.58,197,371,55,1
9,47,423,5.222,.333,.757,2.39,141,320,59,1
10,40,400,4.000,.428,.895,3.05,171,358,56,1
9,44,396,4.889,.467,.944,3.14,185,374,59,1
9,47,423,5.222,.310,.780,2.34,131,330,56,1
9,41,369,4.556,.425,.962,2.71,157,355,58,1
1,8,8,8.000,.875,1.00,7.00,7,8,1,2
1,40,40,40.000,1.00,1.00,40.00,40,40,1,2
1,55,55,55.000,.564,1.00,10.33,31,55,3,2
9,39,351,4.333,.293,.937,2.06,103,329,50,1
14,340,4760,24.286,.259,.592,2.45,1232,2819,503,1
9,123,1107,13.667,.395,.991,2.84,437,1097,154,1
1,115,115,115.00,.200,1.00,4.60,23,115,5,2
10,131,1310,13.100,.439,.845,2.79,575,1107,206,1
1,11,11,11.000,1.00,1.00,11.00,11,11,1,2
1,46,46,46.000,.783,1.00,12.00,36,46,3,2
2,64,128,32.000,.531,.586,17.00,68,75,4,2
7,47,329,6.714,.271,.878,2.23,89,289,40,1
8,27,216,3.375,.218,.829,2.14,47,179,22,1
7,17,119,2.429,.412,.933,2.72,49,111,18,1
8,59,472,7.375,.322,.881,2.41,152,416,63,1
8,47,376,5.875,.362,.880,2.00,136,331,68,1
8,32,256,4.000,.336,.789,2.46,86,202,35,1
8,16,128,2.000,.477,.906,2.44,61,116,25,1
4,115,460,28.750,.426,.487,17.82,196,224,11,2
7,16,112,2.286,.420,.768,2.14,47,86,22,1
7,100,700,14.286,.411,.849,1.83,288,594,157,1
12,8,96,.667,.448,.656,4.30,43,63,10,1
12,8,96,.667,.615,.969,5.90,59,93,10,1
12,8,96,.667,.479,.500,46.00,46,48,1,1
12,8,96,.667,.792,1.00,15.20,76,96,5,1
12,7,84,.583,.560,1.00,5.22,47,84,9,1
12,23,276,1.917,.417,.623,8.21,115,172,14,1
311,463,143993,1.489,.088,.160,3.93,12631,23092,3212,5
14,18,252,1.286,.159,.607,3.33,40,153,12,1
10,51,510,5.100,.306,.855,2.29,156,436,68,1
9,24,216,2.667,.537,1.00,2.90,116,216,40,1
10,22,220,2.200,.336,.836,2.74,74,184,27,1
9,37,333,4.111,.538,.901,2.80,179,300,64,1
37,101,3737,2.730,.282,.695,2.44,1053,2596,432,1
10,34,340,3.400,.421,.906,2.01,143,308,71,1
11,98,1078,8.909,.317,.643,2.80,342,693,122,1
12,83,996,6.917,.301,.814,1.99,300,811,151,1
34,114,3876,3.353,.105,.301,2.59,406,1166,157,1
12,101,1212,8.417,.292,.792,1.99,354,960,178,1
10,87,870,8.700,.344,.901,2.27,299,784,132,1
10,98,980,9.800,.376,.861,2.10,368,844,175,1
10,84,840,8.400,.356,.849,2.47,299,713,121,1
9,47,423,5.222,.492,.948,2.42,208,401,86,1
9,33,297,3.667,.458,.983,2.19,136,292,62,1
10,78,780,7.800,.381,.856,2.52,297,668,118,1
12,8,96,.667,.292,1.00,3.11,28,96,9,1
12,43,516,3.583,.357,.849,2.71,184,438,68,1
11,86,946,7.818,.332,.808,2.20,314,764,143,1
9,5,45,.556,.711,.889,10.67,32,40,3,1
12,146,1752,12.167,.091,.128,26.67,160,225,6,5
17,2,34,.118,.706,.706,24.00,24,24,1,4
9,7,63,.778,.349,.683,2.20,22,43,10,1
8,21,168,2.625,.310,.744,1.68,52,125,31,1
9,121,1089,13.444,.399,.843,2.40,434,918,181,1
11,118,1298,10.727,.348,.797,2.71,452,1035,167,1
10,37,370,3.700,.354,.708,3.20,131,262,41,1
10,47,470,4.700,.336,.628,2.26,158,295,70,1
11,92,1012,8.364,.361,.851,2.30,365,861,159,1
10,21,210,2.100,.362,.819,2.11,76,172,36,1
9,47,423,5.222,.371,.865,2.75,157,366,57,1
9,41,369,4.556,.507,.992,3.28,187,366,57,1
10,18,180,1.800,.511,.872,2.97,92,157,31,1
9,47,423,5.222,.385,.917,2.51,163,388,65,1
9,41,369,4.556,.444,.976,2.88,164,360,57,1
9,45,405,5.000,.425,.938,2.77,172,380,62,1
1,48,48,48.000,.875,1.00,10.50,42,48,4,2
1,29,29,29.000,.586,1.00,2.13,17,29,8,2
1,17,17,17.000,.412,1.00,1.75,7,17,4,2
8,46,368,5.750,.318,.818,2.09,117,301,56,1
7,31,217,4.429,.295,.857,1.64,64,186,39,1
6,17,102,2.833,.314,.686,2.29,32,70,14,1
8,59,472,7.375,.292,.888,1.82,138,419,76,1
7,17,119,2.429,.387,.857,2.71,46,102,17,1
8,28,224,3.500,.259,.844,1.93,58,189,30,1
8,45,360,5.625,.206,.789,1.80,74,284,41,1
11,123,1353,11.182,.250,.514,1.95,338,695,173,1
11,9,99,.818,.465,.768,3.83,46,76,12,1
11,8,88,.727,.602,1.00,4.08,53,88,13,1
11,61,671,5.545,.361,.614,5.04,242,412,48,1
28,330,9240,11.786,.057,.066,31.00,527,614,17,2
212,464,98368,2.189,.052,.070,11.84,5066,6884,428,5
10,38,380,3.800,.432,.939,2.78,164,357,59,1
9,36,324,4.000,.556,.923,3.21,180,299,56,1
9,98,882,10.889,.491,.974,2.78,433,859,156,1
9,21,189,2.333,.487,.857,3.29,92,162,28,1
10,49,490,4.900,.590,.982,3.11,289,481,93,1
3,286,858,95.333,.406,.427,87.00,348,366,4,2
9,23,207,2.556,.300,1.00,1.51,62,207,41,1
9,37,333,4.111,.390,.811,2.03,130,270,64,1
10,21,210,2.100,.348,.757,3.17,73,159,23,1
9,79,711,8.778,.343,.899,2.20,244,639,111,1
10,66,660,6.600,.324,.780,2.25,214,515,95,1
9,34,306,3.778,.412,.902,1.91,126,276,66,1
9,82,738,9.111,.428,.936,2.38,316,691,133,1
10,79,790,7.900,.347,.784,2.25,274,619,122,1
12,98,1176,8.167,.267,.627,2.33,314,737,135,1
10,83,830,8.300,.357,.813,2.28,296,675,130,1
10,11,110,1.100,.427,1.00,1.52,47,110,31,1
10,53,530,5.300,.343,.811,2.00,182,430,91,1
12,85,1020,7.083,.305,.828,1.94,311,845,160,1
9,82,738,9.111,.408,.924,2.39,301,682,126,1
10,80,800,8.000,.308,.838,2.02,246,670,122,1
12,102,1224,8.500,.292,.764,2.09,357,935,171,1
9,82,738,9.111,.374,.866,2.30,276,639,120,1
23,26,598,1.130,.278,.960,1.80,166,574,92,1
23,47,1081,2.043,.315,.747,2.20,341,808,155,1
9,99,891,11.000,.380,.930,1.92,339,829,177,1
9,83,747,9.222,.292,.909,2.42,218,679,90,1
10,34,340,3.400,.388,.891,2.10,132,303,63,1
9,82,738,9.111,.370,.924,2.39,273,682,114,1
12,13,156,1.083,.391,.981,2.35,61,153,26,1
12,8,96,.667,.302,1.00,2.90,29,96,10,1
12,42,504,3.500,.355,.788,2.71,179,397,66,1
10,86,860,8.600,.326,.844,1.85,280,726,151,1
9,76,684,8.444,.380,.950,2.20,260,650,118,1
9,6,54,.667,.667,.759,18.00,36,41,2,1
10,65,650,6.500,.475,.971,2.76,309,631,112,1
9,36,324,4.000,.586,.948,3.45,190,307,55,1
9,7,63,.778,.302,.603,1.90,19,38,10,1
9,22,198,2.444,.389,.843,1.93,77,167,40,1
10,99,990,9.900,.473,.917,2.93,468,908,160,1
9,85,765,9.444,.395,.846,2.32,302,647,130,1
9,32,288,3.556,.382,.792,2.16,110,228,51,1
11,100,1100,9.091,.473,.882,3.29,520,970,158,1
23,118,2714,5.130,.293,.784,2.06,795,2129,385,1
11,125,1375,11.364,.432,.804,3.03,594,1105,196,1
10,85,850,8.500,.324,.675,2.25,275,574,122,1
10,43,430,4.300,.458,.940,3.58,197,404,55,1
10,48,480,4.800,.331,.742,2.37,159,356,67,1
9,40,360,4.444,.483,.992,2.85,174,357,61,1
9,44,396,4.889,.449,.879,2.97,178,348,60,1
9,47,423,5.222,.371,.825,2.75,157,349,57,1
9,42,378,4.667,.429,.976,2.75,162,369,59,1
1,18,18,18.000,.944,1.00,17.00,17,18,1,2
1,7,7,7.000,1.00,1.00,7.00,7,7,1,2
1,117,117,117.00,.393,1.00,5.75,46,117,8,2
10,42,420,4.200,.317,.850,2.22,133,357,60,1
24,340,8160,14.167,.211,.468,2.67,1718,3822,643,1
1,77,77,77.000,.403,1.00,5.17,31,77,6,2
1,40,40,40.000,.875,1.00,11.67,35,40,3,2
10,130,1300,13.000,.486,.856,3.18,632,1113,199,1
1,28,28,28.000,.964,1.00,27.00,27,28,1,2
1,35,35,35.000,.829,1.00,9.67,29,35,3,2
6,13,78,2.167,.128,.577,1.67,10,45,6,1
7,18,126,2.571,.119,.452,2.14,15,57,7,1
7,42,294,6.000,.293,.857,2.61,86,252,33,1
7,31,217,4.429,.267,.714,2.15,58,155,27,1
7,16,112,2.286,.241,.634,2.45,27,71,11,1
7,23,161,3.286,.093,.540,1.36,15,87,11,1
7,8,56,1.143,.161,.518,1.80,9,29,5,1
7,2,14,.286,.500,.929,7.00,7,13,1,1
7,7,49,1.000,.327,.898,2.29,16,44,7,1
6,11,66,1.833,.197,.848,1.30,13,56,10,1
7,121,847,17.286,.276,.607,1.79,234,514,131,1
11,21,231,1.909,.468,.719,7.20,108,166,15,1
11,9,99,.818,.515,.768,8.50,51,76,6,1
10,8,80,.800,.400,.700,4.00,32,56,8,1
11,8,88,.727,.727,.989,10.67,64,87,6,1
11,7,77,.636,.468,.481,36.00,36,37,1,1
11,8,88,.727,.693,.989,10.17,61,87,6,1
1,14,14,14.000,.571,1.00,2.00,8,14,4,2
9,38,342,4.222,.444,.898,2.71,152,307,56,1
9,20,180,2.222,.461,1.00,2.59,83,180,32,1
9,36,324,4.000,.506,.901,2.83,164,292,58,1
11,98,1078,8.909,.397,.778,2.61,428,839,164,1
9,49,441,5.444,.592,.998,2.97,261,440,88,1
1,23,23,23.000,.826,1.00,19.00,19,23,1,2
1,19,19,19.000,.684,1.00,4.33,13,19,3,2
9,78,702,8.667,.329,.896,2.10,231,629,110,1
8,14,112,1.750,.143,1.00,2.67,16,112,6,1
21,106,2226,5.048,.136,.396,1.99,302,881,152,1
8,24,192,3.000,.297,.974,1.43,57,187,40,1
8,36,288,4.500,.465,.885,2.13,134,255,63,1
9,22,198,2.444,.318,.909,2.42,63,180,26,1
9,12,108,1.333,.407,1.00,1.63,44,108,27,1
9,6,54,.667,.370,.907,2.50,20,49,8,1
8,38,304,4.750,.349,.757,1.93,106,230,55,1
9,34,306,3.778,.310,.895,1.61,95,274,59,1
9,12,108,1.333,.407,1.00,1.57,44,108,28,1
9,63,567,7.000,.298,.787,2.01,169,446,84,1
9,104,936,11.556,.282,.904,1.93,264,846,137,1
11,75,825,6.818,.270,.679,2.08,223,560,107,1
8,17,136,2.125,.309,.676,2.33,42,92,18,1
9,82,738,9.111,.309,.778,1.93,228,574,118,1
8,16,128,2.000,.156,.859,5.00,20,110,4,5
8,12,96,1.500,.469,1.00,1.61,45,96,28,1
8,53,424,6.625,.337,.889,1.64,143,377,87,1
11,85,935,7.727,.268,.902,1.73,251,843,145,1
10,12,120,1.200,.367,1.00,1.57,44,120,28,1
10,63,630,6.300,.251,.898,1.84,158,566,86,1
9,82,738,9.111,.320,.947,2.13,236,699,111,1
9,10,90,1.111,.144,.522,6.50,13,47,2,5
12,102,1224,8.500,.257,.804,1.77,315,984,178,1
12,90,1080,7.500,.183,.716,1.92,198,773,103,1
12,26,312,2.167,.224,.907,1.63,70,283,43,1
12,41,492,3.417,.289,.740,2.06,142,364,69,1
8,99,792,12.375,.351,.962,1.66,278,762,167,1
9,81,729,9.000,.287,.826,2.22,209,602,94,1
8,26,208,3.250,.370,.947,1.79,77,197,43,1
9,46,414,5.111,.365,.848,2.01,151,351,75,1
9,34,306,3.778,.363,.863,1.76,111,264,63,1
12,26,312,2.167,.276,.830,2.21,86,259,39,1
12,43,516,3.583,.328,.789,2.56,169,407,66,1
8,75,600,9.375,.373,.955,1.95,224,573,115,1
11,86,946,7.818,.289,.701,1.98,273,663,138,1
1,79,79,79.000,.608,1.00,6.86,48,79,7,2
8,6,48,.750,.583,.813,7.00,28,39,4,1
1,11,11,11.000,.727,1.00,4.00,8,11,2,2
1,98,98,98.000,.939,1.00,30.67,92,98,3,2
1,13,13,13.000,.692,1.00,3.00,9,13,3,2
9,64,576,7.111,.491,.984,2.57,283,567,110,1
8,36,288,4.500,.559,.944,3.04,161,272,53,1
8,8,64,1.000,.250,.672,1.60,16,43,10,1
8,21,168,2.625,.381,.845,1.88,64,142,34,1
9,99,891,11.000,.461,.906,2.65,411,807,155,1
9,121,1089,13.444,.322,.776,2.08,351,845,169,1
9,100,900,11.111,.463,.908,2.92,417,817,143,1
11,118,1298,10.727,.290,.798,1.99,376,1036,189,1
9,126,1134,14.000,.466,.907,2.84,528,1029,186,1
12,117,1404,9.750,.251,.635,1.86,353,891,190,1
8,14,112,1.750,.268,.554,3.00,30,62,10,1
8,71,568,8.875,.329,.776,1.83,187,441,102,1
8,44,352,5.500,.455,.949,3.20,160,334,50,1
8,48,384,6.000,.328,.885,2.00,126,340,63,1
8,40,320,5.000,.409,.997,2.22,131,319,59,1
9,45,405,5.000,.447,.896,3.23,181,363,56,1
8,47,376,5.875,.324,.896,2.18,122,337,56,1
8,42,336,5.250,.390,.940,2.43,131,316,54,1
1,17,17,17.000,.824,1.00,4.67,14,17,3,2
8,43,344,5.375,.372,.956,2.10,128,329,61,1
14,300,4200,21.429,.263,.607,2.39,1106,2550,462,1
7,35,245,5.000,.482,.841,2.81,118,206,42,1
9,122,1098,13.556,.333,.829,2.54,366,910,144,1
9,130,1170,14.444,.448,.877,2.63,524,1026,199,1
8,45,360,5.625,.222,.806,1.90,80,290,42,1
7,31,217,4.429,.221,.853,1.78,48,185,27,1
3,14,42,4.667,.381,.881,3.20,16,37,5,1
8,18,144,2.250,.215,.813,2.38,31,117,13,1
7,58,406,8.286,.212,.842,2.26,86,342,38,1
7,40,280,5.714,.186,.754,2.26,52,211,23,1
6,28,168,4.667,.143,.530,1.71,24,89,14,1
4,15,60,3.750,.267,.800,4.00,16,48,4,1
14,38,532,2.714,.244,.489,2.95,130,260,44,1
15,31,465,2.067,.204,.465,3.96,95,216,24,1
13,77,1001,5.923,.258,.564,3.04,258,565,85,1
13,33,429,2.538,.245,.534,3.89,105,229,27,1
10,19,190,1.900,.332,.695,3.71,63,132,17,1
7,121,847,17.286,.305,.675,1.79,258,572,144,1
11,22,242,2.000,.417,.694,4.04,101,168,25,1
11,9,99,.818,.404,.717,4.44,40,71,9,1
11,8,88,.727,.545,1.00,3.20,48,88,15,1
11,21,231,1.909,.316,.580,4.29,73,134,17,1
10,8,80,.800,.525,.875,7.00,42,70,6,1
52,461,23972,8.865,.192,.248,11.52,4607,5938,400,5
10,38,380,3.800,.424,.939,2.78,161,357,58,1
9,36,324,4.000,.506,.910,2.93,164,295,56,1
9,21,189,2.333,.519,.942,3.27,98,178,30,1
9,97,873,10.778,.455,.939,2.28,397,820,174,1
9,49,441,5.444,.580,.995,2.98,256,439,86,1
1,15,15,15.000,.867,1.00,6.50,13,15,2,2
9,23,207,2.556,.324,.986,1.63,67,204,41,1
9,37,333,4.111,.396,.850,2.03,132,283,65,1
9,21,189,2.333,.317,.778,2.61,60,147,23,1
9,91,819,10.111,.302,.956,1.98,247,783,125,1
10,67,670,6.700,.291,.649,2.17,195,435,90,1
9,32,288,3.556,.354,.806,1.70,102,232,60,1
9,92,828,10.222,.350,.917,2.07,290,759,140,1
9,12,108,1.333,.444,1.00,1.78,48,108,27,1
9,64,576,7.111,.318,.818,2.18,183,471,84,1
12,98,1176,8.167,.245,.624,2.23,288,734,129,1
9,100,900,11.111,.276,.847,1.91,248,762,130,1
9,12,108,1.333,.426,1.00,1.59,46,108,29,1
9,53,477,5.889,.317,.805,1.66,151,384,91,1
11,84,924,7.636,.291,.843,1.74,269,779,155,1
9,81,729,9.000,.337,.918,1.97,246,669,125,1
9,13,117,1.444,.103,.752,4.00,12,88,3,2
10,80,800,8.000,.279,.800,1.92,223,640,116,1
11,101,1111,9.182,.264,.852,1.65,293,947,178,1
9,81,729,9.000,.332,.974,2.09,242,710,116,1
9,9,81,1.000,.160,.864,1.63,13,70,8,1
12,72,864,6.000,.281,.807,2.15,243,697,113,1
9,84,756,9.333,.250,.955,1.83,189,722,103,1
9,52,468,5.778,.370,.996,1.71,173,466,101,1
9,41,369,4.556,.374,.846,2.06,138,312,67,1
9,27,243,3.000,.346,.975,1.87,84,237,45,1
10,46,460,4.600,.363,.843,2.01,167,388,83,1
9,33,297,3.667,.424,.970,1.85,126,288,68,1
9,81,729,9.000,.328,.916,2.04,239,668,117,1
6,7,42,1.167,.238,.690,10.00,10,29,1,2
11,14,154,1.273,.442,.981,2.43,68,151,28,1
11,8,88,.727,.261,1.00,2.09,23,88,11,1
11,43,473,3.909,.336,.753,2.74,159,356,58,1
9,75,675,8.333,.373,.913,2.23,252,616,113,1
12,48,576,4.000,.252,.755,1.71,145,435,85,1
9,9,81,1.000,.383,.802,2.38,31,65,13,1
8,18,144,2.250,.472,1.00,2.52,68,144,27,1
7,6,42,.857,.500,.548,21.00,21,23,1,1
76,1,76,.013,1.00,1.00,76.00,76,76,1,4
10,64,640,6.400,.477,.914,2.80,305,585,109,1
8,36,288,4.500,.615,.938,3.22,177,270,55,1
8,33,264,4.125,.314,.705,2.13,83,186,39,1
10,99,990,9.900,.443,.912,2.64,439,903,166,1
10,122,1220,12.200,.294,.689,2.10,359,840,171,1
10,101,1010,10.100,.450,.869,2.95,455,878,154,1
12,118,1416,9.833,.266,.734,1.99,377,1039,189,1
10,125,1250,12.500,.456,.862,2.92,570,1078,195,1
12,117,1404,9.750,.231,.712,1.68,324,1000,193,1
9,85,765,9.444,.308,.744,1.95,236,569,121,1
9,43,387,4.778,.470,.948,3.31,182,367,55,1
9,47,423,5.222,.286,.738,1.95,121,312,62,1
9,40,360,4.444,.386,.889,2.44,139,320,57,1
8,44,352,5.500,.486,.952,2.95,171,335,58,1
9,46,414,5.111,.290,.838,2.18,120,347,55,1
9,42,378,4.667,.381,.931,2.48,144,352,58,1
1,37,37,37.000,.811,1.00,6.00,30,37,5,2
1,46,46,46.000,.239,1.00,1.38,11,46,8,2
1,42,42,42.000,.310,1.00,2.60,13,42,5,2
9,42,378,4.667,.344,.931,2.13,130,352,61,1
15,300,4500,20.000,.252,.576,2.36,1136,2594,481,1
6,35,210,5.833,.533,.943,2.67,112,198,42,1
9,122,1098,13.556,.378,.961,2.73,415,1055,152,1
2,176,352,88.000,.528,.605,31.00,186,213,6,2
69,3,207,.043,.643,.952,2.08,133,197,64,4
9,130,1170,14.444,.513,.925,2.86,600,1082,210,1
1,17,17,17.000,.882,1.00,7.50,15,17,2,2
1,39,39,39.000,.897,1.00,8.75,35,39,4,2
1,44,44,44.000,.909,1.00,20.00,40,44,2,2
1,14,14,14.000,.929,1.00,13.00,13,14,1,2
1,36,36,36.000,.583,1.00,4.20,21,36,5,2
1,17,17,17.000,.765,1.00,6.50,13,17,2,2
2,52,104,26.000,.144,.702,2.50,15,73,6,1
4,17,68,4.250,.309,.559,3.50,21,38,6,1
5,31,155,6.200,.239,.974,2.06,37,151,18,1
5,23,115,4.600,.226,1.00,1.63,26,115,16,1
5,44,220,8.800,.241,.791,2.52,53,174,21,1
3,56,168,18.667,.065,.500,1.38,11,84,8,1
4,32,128,8.000,.313,1.00,2.11,40,128,19,1
5,16,80,3.200,.313,.813,2.08,25,65,12,1
2,14,28,7.000,.286,.821,8.00,8,23,1,2
3,183,549,61.000,.488,.577,29.78,268,317,9,2
17,77,1309,4.529,.314,.760,2.94,411,995,140,1
14,34,476,2.429,.279,.851,3.09,133,405,43,1
11,22,242,2.000,.293,.798,2.37,71,193,30,1
11,67,737,6.091,.269,.689,2.96,198,508,67,1
7,123,861,17.571,.265,.626,1.66,228,539,137,1
12,8,96,.667,.438,.510,42.00,42,49,1,1
12,8,96,.667,.510,.927,7.00,49,89,7,1
12,9,108,.750,.509,.657,9.17,55,71,6,1
11,9,99,.818,.545,.818,9.00,54,81,6,1
11,9,99,.818,.384,.727,3.80,38,72,10,1
11,8,88,.727,.716,1.00,7.88,63,88,8,1
11,8,88,.727,.705,1.00,8.86,62,88,7,1
1,29,29,29.000,1.00,1.00,29.00,29,29,1,2
1,14,14,14.000,.929,1.00,13.00,13,14,1,2
1,45,45,45.000,.933,1.00,21.00,42,45,2,2
9,39,351,4.333,.444,.923,2.74,156,324,57,1
9,21,189,2.333,.497,.958,3.62,94,181,26,1
10,97,970,9.700,.423,.832,2.48,410,807,165,1
9,36,324,4.000,.577,.948,3.02,187,307,62,1
25,300,7500,12.000,.065,.071,40.33,484,531,12,2
10,49,490,4.900,.529,.939,3.01,259,460,86,1
2,50,100,25.000,.460,.510,15.33,46,51,3,2
9,79,711,8.778,.323,.873,2.19,230,621,105,1
9,24,216,2.667,.356,.907,2.20,77,196,35,1
9,37,333,4.111,.444,.898,2.08,148,299,71,1
9,21,189,2.333,.365,.905,2.30,69,171,30,1
9,81,729,9.000,.357,.863,2.22,260,629,117,1
10,67,670,6.700,.300,.745,2.14,201,499,94,1
8,32,256,4.000,.402,.898,1.81,103,230,57,1
7,11,77,1.571,.143,.558,1.57,11,43,7,1
9,99,891,11.000,.288,.801,1.95,257,714,132,1
9,12,108,1.333,.444,1.00,1.85,48,108,26,1
9,64,576,7.111,.307,.842,1.99,177,485,89,1
11,94,1034,8.545,.257,.604,2.18,266,625,122,1
12,2,24,.167,.625,.667,15.00,15,16,1,4
9,99,891,11.000,.312,.826,2.16,278,736,129,1
12,83,996,6.917,.253,.756,1.75,252,753,144,1
8,12,96,1.500,.438,1.00,1.50,42,96,28,1
8,54,432,6.750,.350,.887,1.74,151,383,87,1
9,95,855,10.556,.284,.849,1.91,243,726,127,1
9,12,108,1.333,.380,1.00,1.46,41,108,28,1
9,64,576,7.111,.302,.920,1.98,174,530,88,1
11,101,1111,9.182,.267,.849,1.72,297,943,173,1
11,82,902,7.455,.236,.814,1.97,213,734,108,1
12,73,876,6.083,.259,.743,2.10,227,651,108,1
10,98,980,9.800,.300,.781,1.72,294,765,171,1
9,81,729,9.000,.322,.819,2.22,235,597,106,1
9,27,243,3.000,.346,.951,1.95,84,231,43,1
9,47,423,5.222,.404,.943,1.99,171,399,86,1
