% This is the Tecator data set: The task is to predict the fat content of a 
% meat sample on the basis of its near infrared absorbance spectrum.
% 1. Statement of permission from Tecator (the original data source)
% 
% These data are recorded on a Tecator Infratec Food and Feed Analyzer 
% working in the wavelength range 850 - 1050 nm by the Near Infrared 
% Transmission (NIT) principle. Each sample contains finely chopped pure 
% meat with different moisture, fat and protein contents.
% 
% If results from these data are used in a publication we want you to 
% mention the instrument and company name (Tecator) in the publication. 
% In addition, please send a preprint of your article to 
% 
%     Karin Thente, Tecator AB, 
%     Box 70, S-263 21 Hoganas, Sweden
% 
% The data are available in the public domain with no responsability from 
% the original data source. The data can be redistributed as long as this 
% permission note is attached.
% For more information about the instrument - call Perstorp Analytical's 
% representative in your area.
% 
% 
% 2. Description of the data file
% 
% For each meat sample the data consists of a 100 channel spectrum of 
% absorbances and the contents of moisture (water), fat and protein. 
% The absorbance is -log10 of the transmittance 
% measured by the spectrometer. The three contents, measured in percent, 
% are determined by analytic chemistry.
% 
% There are 240 samples which are divided into 5 data sets for the purpose 
% of model validation and extrapolation studies. The data sets, further 
% described in reference 1, are:
% 
%     Data set  Use               Samples
%     C         Traning               129
%     M         Monitoring             43
%     T         Testing                43
%     E1        Extrapolation, Fat      8     
%     E2        Extrapolation, Protein 17     
% 
% The data for all 240 samples appear at the end of this file - 25 lines 
% per sample. The data sets appear in the order of the table above.
% The spectra are preprocessed using a principal component analysis on the 
% data set C, and the first 22 principal components (scaled to unit 
% variance) are included for each sample.
% Thus if you want to use the data for a standard (interpolation) test 
% of your algorithm, use sample 1-172 for training and sample 173-215
% for testing (and ignore the last 25 samples), and use the first 13 or so 
% principal components to predict the fat content. 
% 
% Each line contains the 100 absorbances followed by the 22 principal 
% components and finally the contents of moisture, fat and protein.
% 
% Preceeding the data lines, the following lines appear:
% 
% real_in=122
% real_out=3
% training_examples=172
% test_examples=43
% extrapolation_examples=25
% 
% 
% 3. More details on how to use the data
% 
% The data are made available as a benchmark for regression models. In order
% to compare models, it is practical to use the data set as follows:
% 
% C and M combined are used to tune (estimate, train) the model. (Some
% approaches set aside some training data to control overfitting. These data 
% should be a subset of C+M. In (1) the subset M was used for this purpose.)
% 
% T is used to test the model once it has been tuned. 
% If each model has an element of randomness (as is the case 
% for neural networks) the most reliable measure of performance of a single 
% model is obtained by selecting a handful of models on the basis of C+M and 
% quoting the average of the performances on T.
% In the presence of randomness it is bad practice to train a lot of models 
% on C+M and then select the best of these on the basis of T. 
% 
% C, M and T are drawn from the same pool of data, so T is used to test the 
% ability of the models to interpolate. The data sets E1 and E2 contain 
% more fat and protein respectively and are intended to be used to test the  
% ability of the models to extrapolate.  
% 
% 
% 4. Performance of neural network models
% 
% The performance is measured as Standard Error of Prediction (SEP) which
% is the root mean square of the difference between the true and the predicted 
% content.
% 
% For the prediction of fat on the data set T the following results were obtained
% 
%     Reference SEP   method (see the papers for details)
%     (1)       0.65  10-6-1 network, early stopping
%     (2)       0.52  10-3-1 network, Bayesian
%     (3)       0.36  13-X-1 network, Bayesian, Automatic Relevance Determination
% 
% A linear model with 10 inputs yields SEP=2.78.
% 
% 5. References
% 
% (1) C.Borggaard and H.H.Thodberg, 
%     "Optimal Minimal Neural Interpretation of Spectra", 
%     Analytical Chemistry 64 (1992), p 545-551.
% (2) H.H.Thodberg, "Ace of Bayes: Application of Neural Networks with Pruning"
%     Manuscript 1132, Danish Meat Research Institute (1993),
%     available by anonymous ftp in the file: 
%     pub/neuroprose/thodberg.ace-of-bayes.ps.Z on the Internet node 
%     archive.cis.ohio-state.edu (128.146.8.52).
% 
% (3) Revised and extended version of (2), in preparation, to be 
%     submitted to IEEE Trans. Neural Networks (1995)
%     available by anonymous ftp in the file: 
%     pub/neuroprose/thodberg.bayesARD.ps.Z on the Internet node 
%     archive.cis.ohio-state.edu (128.146.8.52).
% 
% Hans Henrik Thodberg                Email: thodberg@nn.dmri.dk
% Danish Meat Research Institute      Phone: (+45) 42 36 12 00
% Maglegaardsvej 2, Postboks 57       Fax:   (+45) 42 36 48 36
% DK-4000 Roskilde, Denmark
% 
% real_in=122
% real_out=3
% training_examples=172
% test_examples=43
% extrapolation_examples=25
% 
%
% Note: all 240 samples are included in the same order as mentioned above
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation tecator

@attribute absorbance_1 REAL
@attribute absorbance_2 REAL
@attribute absorbance_3 REAL
@attribute absorbance_4 REAL
@attribute absorbance_5 REAL
@attribute absorbance_6 REAL
@attribute absorbance_7 REAL
@attribute absorbance_8 REAL
@attribute absorbance_9 REAL
@attribute absorbance_10 REAL
@attribute absorbance_11 REAL
@attribute absorbance_12 REAL
@attribute absorbance_13 REAL
@attribute absorbance_14 REAL
@attribute absorbance_15 REAL
@attribute absorbance_16 REAL
@attribute absorbance_17 REAL
@attribute absorbance_18 REAL
@attribute absorbance_19 REAL
@attribute absorbance_20 REAL
@attribute absorbance_21 REAL
@attribute absorbance_22 REAL
@attribute absorbance_23 REAL
@attribute absorbance_24 REAL
@attribute absorbance_25 REAL
@attribute absorbance_26 REAL
@attribute absorbance_27 REAL
@attribute absorbance_28 REAL
@attribute absorbance_29 REAL
@attribute absorbance_30 REAL
@attribute absorbance_31 REAL
@attribute absorbance_32 REAL
@attribute absorbance_33 REAL
@attribute absorbance_34 REAL
@attribute absorbance_35 REAL
@attribute absorbance_36 REAL
@attribute absorbance_37 REAL
@attribute absorbance_38 REAL
@attribute absorbance_39 REAL
@attribute absorbance_40 REAL
@attribute absorbance_41 REAL
@attribute absorbance_42 REAL
@attribute absorbance_43 REAL
@attribute absorbance_44 REAL
@attribute absorbance_45 REAL
@attribute absorbance_46 REAL
@attribute absorbance_47 REAL
@attribute absorbance_48 REAL
@attribute absorbance_49 REAL
@attribute absorbance_50 REAL
@attribute absorbance_51 REAL
@attribute absorbance_52 REAL
@attribute absorbance_53 REAL
@attribute absorbance_54 REAL
@attribute absorbance_55 REAL
@attribute absorbance_56 REAL
@attribute absorbance_57 REAL
@attribute absorbance_58 REAL
@attribute absorbance_59 REAL
@attribute absorbance_60 REAL
@attribute absorbance_61 REAL
@attribute absorbance_62 REAL
@attribute absorbance_63 REAL
@attribute absorbance_64 REAL
@attribute absorbance_65 REAL
@attribute absorbance_66 REAL
@attribute absorbance_67 REAL
@attribute absorbance_68 REAL
@attribute absorbance_69 REAL
@attribute absorbance_70 REAL
@attribute absorbance_71 REAL
@attribute absorbance_72 REAL
@attribute absorbance_73 REAL
@attribute absorbance_74 REAL
@attribute absorbance_75 REAL
@attribute absorbance_76 REAL
@attribute absorbance_77 REAL
@attribute absorbance_78 REAL
@attribute absorbance_79 REAL
@attribute absorbance_80 REAL
@attribute absorbance_81 REAL
@attribute absorbance_82 REAL
@attribute absorbance_83 REAL
@attribute absorbance_84 REAL
@attribute absorbance_85 REAL
@attribute absorbance_86 REAL
@attribute absorbance_87 REAL
@attribute absorbance_88 REAL
@attribute absorbance_89 REAL
@attribute absorbance_90 REAL
@attribute absorbance_91 REAL
@attribute absorbance_92 REAL
@attribute absorbance_93 REAL
@attribute absorbance_94 REAL
@attribute absorbance_95 REAL
@attribute absorbance_96 REAL
@attribute absorbance_97 REAL
@attribute absorbance_98 REAL
@attribute absorbance_99 REAL
@attribute absorbance_100 REAL
@attribute principal_component_1 REAL
@attribute principal_component_2 REAL
@attribute principal_component_3 REAL
@attribute principal_component_4 REAL
@attribute principal_component_5 REAL
@attribute principal_component_6 REAL
@attribute principal_component_7 REAL
@attribute principal_component_8 REAL
@attribute principal_component_9 REAL
@attribute principal_component_10 REAL
@attribute principal_component_11 REAL
@attribute principal_component_12 REAL
@attribute principal_component_13 REAL
@attribute principal_component_14 REAL
@attribute principal_component_15 REAL
@attribute principal_component_16 REAL
@attribute principal_component_17 REAL
@attribute principal_component_18 REAL
@attribute principal_component_19 REAL
@attribute principal_component_20 REAL
@attribute principal_component_21 REAL
@attribute principal_component_22 REAL
@attribute moisture REAL
@attribute fat REAL
@attribute protein REAL

@data
2.67705,2.67872,2.68046,2.68219,2.68399,2.68588,2.68785,2.68994,2.69218,2.69465,2.6973,2.70006,2.70294,2.70598,2.7092,2.71262,2.71621,2.72009,2.72416,2.7285,2.73298,2.73755,2.74215,2.74673,2.75122,2.75567,2.76001,2.76439,2.76876,2.77316,2.77765,2.7822,2.78685,2.7918,2.79735,2.80389,2.81183,2.82127,2.83206,2.84415,2.8573,2.87135,2.88613,2.90159,2.91796,2.93562,2.95516,2.97778,3.00408,3.03476,3.06999,3.10921,3.15071,3.19165,3.22868,3.25905,3.28149,3.29654,3.3059,3.31124,3.31396,3.31483,3.31412,3.31178,3.30769,3.30176,3.29399,3.28448,3.27337,3.26085,3.247,3.23191,3.21572,3.19859,3.18059,3.16183,3.14249,3.12266,3.10252,3.08205,3.06127,3.04016,3.01867,2.99676,2.9744,2.95166,2.9287,2.9057,2.88284,2.86024,2.83797,2.81603,2.79442,2.7732,2.75249,2.7323,2.71273,2.69378,2.67536,2.65743,-0.52884,1.0525,0.690673,0.0113031,0.258269,-0.375317,0.475216,-0.0169588,-0.09351,-0.496681,-0.457022,0.669855,0.728218,0.206989,0.391174,0.425962,0.377831,-0.367232,0.422019,-0.536679,-0.472945,-0.518967,72.5,6.6,20.4
2.82935,2.8312,2.83314,2.83512,2.83725,2.83954,2.84201,2.8447,2.84764,2.8508,2.85422,2.85787,2.86177,2.86588,2.87023,2.87484,2.87973,2.88498,2.89057,2.89642,2.90255,2.90883,2.91519,2.92158,2.92787,2.93408,2.94028,2.94643,2.95266,2.95893,2.96522,2.97156,2.978,2.98473,2.99207,3.00043,3.01036,3.02183,3.03487,3.04925,3.06472,3.08098,3.09779,3.11514,3.13323,3.15251,3.17367,3.19808,3.22645,3.25956,3.29776,3.34062,3.38633,3.43175,3.47301,3.50668,3.53109,3.54665,3.55548,3.55953,3.56041,3.55903,3.55581,3.5507,3.54353,3.53432,3.52311,3.50995,3.49495,3.47818,3.45995,3.44036,3.41953,3.39771,3.3749,3.35127,3.32692,3.30211,3.27706,3.25167,3.22599,3.19993,3.17346,3.14654,3.11913,3.09127,3.06317,3.03508,3.00721,2.9797,2.95259,2.92593,2.89975,2.87404,2.84898,2.82462,2.80101,2.77813,2.75595,2.73434,-0.168105,1.27434,1.93055,-1.43261,-0.479828,-0.657184,0.132662,0.838782,0.538572,0.139451,-0.239186,0.143992,1.07636,0.186326,0.132657,0.240057,0.165706,0.164518,-0.0204651,-0.272348,-0.430198,-0.164023,71.5,6.7,21.5
2.60265,2.60327,2.6039,2.60448,2.60511,2.60584,2.60667,2.60758,2.6087,2.61,2.61148,2.61312,2.61489,2.61681,2.61892,2.62123,2.62382,2.62673,2.62989,2.63329,2.63687,2.64051,2.64416,2.64775,2.65122,2.65471,2.65816,2.66169,2.66534,2.66914,2.67309,2.67716,2.68144,2.68615,2.69162,2.69826,2.7066,2.71673,2.72862,2.74206,2.75686,2.7728,2.78973,2.80764,2.82678,2.84752,2.87058,2.8972,2.92798,2.96365,3.00451,3.04996,3.0981,3.1458,3.18933,3.22559,3.25316,3.27262,3.2858,3.29461,3.30052,3.30456,3.30686,3.30745,3.30617,3.30291,3.29771,3.29065,3.28187,3.27156,3.25983,3.24676,3.2325,3.21729,3.20115,3.18416,3.16655,3.14842,3.1299,3.11107,3.09191,3.07238,3.05243,3.03203,3.0112,2.98998,2.96847,2.94688,2.92545,2.9043,2.88349,2.86303,2.84294,2.82324,2.804,2.78534,2.76731,2.74997,2.73318,2.71695,-0.600076,-0.0854711,0.272372,1.15301,0.730434,0.679098,0.204203,-0.974629,-0.900024,0.201857,0.105607,0.266035,-0.388151,0.53525,0.535372,0.448563,0.404083,-1.1098,0.384301,-0.621343,-0.579548,-0.619626,72.6,6.8,19.6
2.36149,2.36159,2.36169,2.36177,2.3619,2.36211,2.36246,2.36304,2.36375,2.36465,2.3657,2.36702,2.36854,2.37023,2.37213,2.37429,2.37676,2.37957,2.38267,2.38606,2.38962,2.39324,2.39688,2.40046,2.40394,2.40732,2.41068,2.41416,2.41777,2.42156,2.42548,2.42955,2.43387,2.43871,2.44446,2.45155,2.46063,2.47158,2.48439,2.4989,2.51479,2.53184,2.54991,2.56898,2.58932,2.61147,2.63614,2.66471,2.69781,2.73605,2.77974,2.82797,2.87856,2.92809,2.97272,3.0095,3.03731,3.05693,3.07051,3.08003,3.08675,3.09153,3.09459,3.09594,3.0954,3.09281,3.08826,3.08183,3.07358,3.06373,3.05243,3.03982,3.02594,3.01092,2.99493,2.97806,2.96033,2.9421,2.92347,2.90447,2.88501,2.86504,2.8446,2.82363,2.80213,2.78015,2.75787,2.73547,2.71318,2.69119,2.66951,2.64817,2.62717,2.60655,2.58647,2.56703,2.54823,2.53009,2.51256,2.49558,-1.05062,-0.742993,0.113616,0.622996,-0.211088,-0.206828,1.0012,0.243593,-0.627915,0.708457,-0.022102,-0.0217464,1.28379,0.995316,0.900246,0.623232,0.999191,-0.744115,0.763046,-1.11805,-0.770494,-1.04881,72.5,6.9,20.2
2.81636,2.81816,2.81987,2.82157,2.82326,2.82501,2.82689,2.82895,2.83111,2.83354,2.8361,2.83882,2.84176,2.84491,2.84829,2.85194,2.85588,2.86018,2.86481,2.86976,2.87497,2.88035,2.88576,2.89111,2.89637,2.90161,2.90696,2.91231,2.91784,2.92353,2.92937,2.93537,2.94162,2.94831,2.95591,2.96496,2.97605,2.98926,3.00455,3.02177,3.04066,3.06097,3.08243,3.10501,3.12895,3.15468,3.183,3.21524,3.25222,3.29466,3.34302,3.39676,3.45397,3.51134,3.56472,3.61033,3.64611,3.67225,3.69072,3.70347,3.71228,3.71855,3.72247,3.72413,3.72343,3.72029,3.71472,3.70679,3.69663,3.68448,3.67066,3.65524,3.63834,3.62011,3.60075,3.58044,3.55936,3.53771,3.51562,3.49319,3.47039,3.44717,3.42351,3.39935,3.3747,3.34957,3.32412,3.29865,3.27339,3.24853,3.22411,3.2001,3.17653,3.15346,3.13101,3.10932,3.0884,3.06822,3.04869,3.02979,0.0339701,-0.931629,1.15155,1.00926,0.440907,0.429884,-1.01229,-1.03763,0.607863,0.241647,-1.04303,-0.716675,1.82415,-0.230126,-0.333756,0.0374939,-0.126088,-0.143722,-0.157768,-0.0637102,-0.0517183,-0.00733159,69.1,7,20.5
2.24678,2.24636,2.2459,2.24548,2.24514,2.24491,2.2448,2.24477,2.24493,2.24532,2.24592,2.24663,2.2475,2.24858,2.24989,2.25141,2.25322,2.25528,2.25764,2.26025,2.26303,2.26587,2.26867,2.27139,2.27401,2.27655,2.27916,2.28194,2.28489,2.28798,2.29121,2.29458,2.29815,2.30216,2.30688,2.31272,2.32013,2.32909,2.33956,2.35135,2.3642,2.37789,2.39227,2.40738,2.42346,2.44108,2.46089,2.48409,2.51123,2.54286,2.57911,2.61929,2.66147,2.7027,2.73972,2.76999,2.79258,2.80829,2.81888,2.82594,2.83057,2.83359,2.83517,2.83525,2.83373,2.83046,2.82546,2.81885,2.8108,2.80142,2.79078,2.77902,2.76618,2.75239,2.73778,2.7225,2.70655,2.69011,2.67333,2.65627,2.63891,2.62117,2.603,2.58438,2.56531,2.54584,2.5261,2.50629,2.4866,2.46716,2.448,2.42916,2.41067,2.39252,2.37482,2.3576,2.34095,2.32485,2.30926,2.29413,-1.43032,0.0677439,-0.422894,0.469389,0.0542857,-0.104938,0.958643,0.292264,-0.311316,0.271909,0.081349,0.381968,0.808199,1.23566,1.25061,1.15358,1.43456,-1.56365,1.18942,-1.46261,-1.194,-1.41928,72.8,7.2,19.5
2.57988,2.58238,2.58484,2.58738,2.59,2.59273,2.59557,2.59852,2.60164,2.60496,2.60855,2.61232,2.61626,2.62036,2.62464,2.62917,2.63396,2.63898,2.64426,2.64982,2.65563,2.66161,2.66764,2.67359,2.67942,2.68515,2.69092,2.69676,2.70274,2.70882,2.71499,2.7212,2.72755,2.73421,2.74142,2.74962,2.75928,2.77042,2.78299,2.79681,2.81161,2.82701,2.84279,2.85894,2.8757,2.8936,2.91341,2.9363,2.96298,2.9942,3.03031,3.0709,3.1143,3.15759,3.19718,3.22988,3.2542,3.27057,3.2807,3.2865,3.28937,3.29029,3.28951,3.28712,3.28302,3.27698,3.26899,3.25919,3.24776,3.23483,3.22059,3.20518,3.18864,3.17104,3.15255,3.13341,3.11365,3.0935,3.07304,3.05228,3.03119,3.00985,2.98815,2.96607,2.94357,2.92065,2.8974,2.87407,2.85095,2.82821,2.80591,2.78398,2.76237,2.74118,2.72048,2.7004,2.68096,2.66208,2.64372,2.62581,-0.622485,0.542883,0.537637,-0.615243,-1.16333,-0.766123,-0.1428,0.528611,0.200169,-0.0966423,-0.316547,-0.0610662,-0.521509,0.66302,0.438104,0.602193,0.369136,-0.0941622,0.548685,-0.653438,-0.683784,-0.604723,72.7,7.2,18.9
2.67183,2.67372,2.67555,2.67739,2.67933,2.68139,2.68358,2.68583,2.68822,2.69083,2.69359,2.69654,2.69963,2.70288,2.70628,2.70989,2.71375,2.71788,2.7222,2.72674,2.73149,2.73635,2.74124,2.74607,2.75082,2.75546,2.75999,2.76459,2.76917,2.77382,2.77853,2.78326,2.78811,2.79327,2.79905,2.80584,2.81403,2.82373,2.83487,2.84727,2.86069,2.87495,2.88985,2.90535,2.9217,2.93935,2.95891,2.98153,3.00793,3.03876,3.07426,3.11385,3.15577,3.19715,3.23462,3.26537,3.28811,3.30344,3.313,3.31853,3.32146,3.32252,3.32194,3.31978,3.31592,3.31021,3.30266,3.29334,3.28239,3.26998,3.25625,3.24134,3.22533,3.20827,3.19036,3.17171,3.15243,3.13268,3.11256,3.09216,3.07146,3.05041,3.02894,3.00707,2.98476,2.96204,2.93905,2.916,2.89312,2.87052,2.84824,2.8263,2.80471,2.7835,2.76278,2.74265,2.72309,2.70419,2.6858,2.66788,-0.519499,0.957653,0.647194,-0.0112092,0.119202,-0.511138,0.463645,0.0158946,-0.0757524,-0.478088,-0.138772,0.315155,0.496031,0.396881,0.366523,0.304521,0.281698,-0.163825,0.399897,-0.576637,-0.3339,-0.501501,72.1,7.2,20.5
2.25985,2.26009,2.26042,2.26068,2.26102,2.26148,2.26205,2.26277,2.2637,2.26481,2.26614,2.26771,2.26945,2.27135,2.27349,2.2759,2.27854,2.2815,2.28484,2.28844,2.2923,2.29628,2.30028,2.30424,2.30814,2.312,2.31584,2.31975,2.32386,2.32816,2.33266,2.33727,2.34204,2.34716,2.35284,2.35955,2.36762,2.37755,2.3891,2.40217,2.41653,2.4319,2.44808,2.46501,2.48285,2.502,2.5231,2.54689,2.57457,2.60688,2.64432,2.68661,2.73221,2.77824,2.82108,2.85753,2.88583,2.90616,2.91994,2.92916,2.93529,2.93916,2.94138,2.94196,2.94078,2.93773,2.93282,2.92612,2.91774,2.90785,2.89661,2.88419,2.87065,2.85612,2.84069,2.8244,2.8075,2.79021,2.77252,2.75458,2.7363,2.71771,2.69879,2.67949,2.65973,2.63952,2.619,2.59833,2.57781,2.55758,2.53766,2.51807,2.49881,2.4799,2.46146,2.44357,2.4263,2.40964,2.39354,2.3779,-1.29547,-0.467703,-0.334372,0.321815,-0.353674,-0.716354,-0.594501,-0.585413,-0.180466,1.41353,0.0696463,-0.330781,-0.384681,1.20472,1.44675,1.61264,1.08973,-1.76469,1.81562,-1.22957,-1.30954,-1.29345,71.6,7.7,20.7
2.26737,2.26801,2.26855,2.26914,2.2698,2.27054,2.27141,2.27241,2.27358,2.27494,2.27648,2.27824,2.28016,2.28225,2.28453,2.28708,2.28989,2.293,2.2964,2.30007,2.30388,2.30775,2.3116,2.3154,2.31914,2.32281,2.32649,2.33029,2.33427,2.33844,2.34274,2.34719,2.35188,2.357,2.36291,2.36996,2.37872,2.38914,2.40115,2.41456,2.42916,2.44469,2.461,2.47814,2.49637,2.5162,2.53832,2.56392,2.59354,2.62785,2.66699,2.71024,2.75558,2.79995,2.8399,2.87272,2.89737,2.91457,2.92617,2.93389,2.93896,2.94226,2.94401,2.94414,2.94257,2.9392,2.93403,2.92715,2.9187,2.90887,2.89776,2.88552,2.87227,2.85809,2.84305,2.82735,2.81108,2.79443,2.77744,2.76022,2.7427,2.72486,2.70663,2.68799,2.66896,2.64956,2.62993,2.61027,2.59078,2.57159,2.5527,2.53414,2.51593,2.49812,2.48075,2.46394,2.44775,2.43212,2.41694,2.40224,-1.27425,-0.427412,-0.434796,0.377901,-1.22843,0.412714,0.402056,0.430347,-0.501851,0.702136,0.407631,-0.0808099,1.24557,1.21531,1.10222,1.0785,1.31149,-1.36152,1.07762,-1.27279,-1.00129,-1.25169,71.6,7.7,20.7
2.91627,2.92053,2.92478,2.92903,2.93332,2.93767,2.94212,2.94667,2.95135,2.95622,2.96122,2.96637,2.97163,2.977,2.98252,2.98819,2.99414,3.00033,3.00677,3.01333,3.02007,3.02698,3.03397,3.0409,3.04772,3.05439,3.06104,3.06767,3.07435,3.08108,3.08782,3.09458,3.1014,3.10842,3.1159,3.12415,3.13382,3.14476,3.15702,3.17035,3.18452,3.19926,3.21433,3.22972,3.24563,3.26251,3.28111,3.30259,3.32764,3.35692,3.39062,3.42833,3.4686,3.50871,3.54535,3.57567,3.59813,3.61318,3.62249,3.62753,3.62986,3.63014,3.62888,3.6261,3.62162,3.61531,3.60718,3.59733,3.58586,3.57301,3.55897,3.54373,3.5275,3.51038,3.49243,3.47358,3.45415,3.43443,3.4146,3.39446,3.37401,3.35328,3.33222,3.31076,3.28888,3.26662,3.24415,3.22164,3.19926,3.1772,3.15548,3.13412,3.1131,3.09243,3.07224,3.05255,3.03338,3.01478,2.99666,2.97895,0.0792215,1.22526,0.67084,-0.0189522,-0.692782,-0.293199,-0.0490067,0.315909,0.0829527,-0.33135,0.125262,0.597271,-0.104384,0.01747,-0.228995,-0.0616382,-0.272853,-0.608675,-0.0472818,0.0393864,0.102348,0.108829,70.8,7.7,20.8
2.31514,2.31512,2.31509,2.3151,2.31517,2.31538,2.31581,2.31649,2.31734,2.31842,2.31972,2.32124,2.32308,2.32519,2.32754,2.33018,2.33307,2.33637,2.34005,2.34404,2.34826,2.35253,2.35674,2.36087,2.36493,2.36894,2.37296,2.37714,2.38155,2.3862,2.39111,2.39623,2.40157,2.40727,2.41376,2.42145,2.43104,2.44242,2.45556,2.47019,2.48607,2.50291,2.52053,2.53889,2.55822,2.57908,2.6022,2.629,2.66018,2.69655,2.73846,2.78535,2.83535,2.88517,2.93071,2.96841,2.99657,3.01571,3.02792,3.03533,3.03968,3.04188,3.0423,3.04091,3.03763,3.03229,3.02489,3.01554,3.0044,2.99164,2.97743,2.96194,2.94532,2.92764,2.90903,2.8896,2.86954,2.84907,2.82824,2.80712,2.78573,2.76399,2.74188,2.71932,2.69629,2.67286,2.64916,2.62542,2.60187,2.57867,2.55589,2.53354,2.51162,2.49019,2.46934,2.44912,2.42961,2.41078,2.39256,2.37491,-1.17296,-0.394016,0.512249,-0.523596,-1.01593,-0.0791668,-0.241962,-0.0881178,-0.734234,0.509379,0.00115995,-0.176457,-0.0814925,1.24683,1.03454,1.07603,0.900235,-0.46864,0.962763,-1.2203,-1.07456,-1.17786,72,8.1,19.4
2.37006,2.37051,2.37103,2.37163,2.37234,2.37315,2.37409,2.37524,2.37657,2.37818,2.37998,2.38196,2.38413,2.38646,2.38901,2.39187,2.39497,2.39836,2.40195,2.40585,2.40998,2.41427,2.41865,2.42304,2.42729,2.43153,2.43582,2.44013,2.44457,2.44914,2.4538,2.45849,2.46327,2.4683,2.47386,2.48033,2.48811,2.49717,2.50746,2.51888,2.53115,2.544,2.55721,2.57076,2.58489,2.59999,2.61683,2.63654,2.65969,2.68698,2.71866,2.75431,2.79234,2.83008,2.86433,2.89229,2.91258,2.92568,2.93324,2.9369,2.93798,2.93728,2.93502,2.9312,2.92575,2.91857,2.90967,2.89912,2.88706,2.87363,2.85894,2.84311,2.82628,2.80857,2.79007,2.7709,2.75108,2.73083,2.71032,2.68962,2.66869,2.64747,2.62585,2.60379,2.58138,2.55859,2.53556,2.51251,2.48964,2.46708,2.44486,2.42302,2.40158,2.38056,2.36006,2.34009,2.32073,2.30193,2.28374,2.26604,-1.23513,1.17179,0.461871,-1.16106,-0.506797,-1.02797,0.265144,0.916245,0.8106,-0.122085,-0.627127,0.0480656,0.171183,0.999197,1.03692,1.23267,1.19192,-0.748094,0.92683,-1.26599,-1.3036,-1.23614,71.2,8.4,19.7
2.90188,2.90403,2.90624,2.90848,2.91075,2.91307,2.91548,2.91807,2.92082,2.92381,2.92696,2.93029,2.93382,2.93757,2.94155,2.9458,2.95033,2.9552,2.96037,2.96577,2.9714,2.97715,2.98282,2.9883,2.99358,2.99863,3.00361,3.00856,3.01365,3.01893,3.02439,3.02994,3.0356,3.0416,3.04827,3.05612,3.0658,3.07719,3.09017,3.10446,3.11975,3.13574,3.1522,3.16912,3.18689,3.20619,3.22797,3.25371,3.28409,3.31992,3.36141,3.40785,3.45722,3.50614,3.55068,3.5876,3.61553,3.63533,3.64887,3.65817,3.66469,3.66928,3.67207,3.67307,3.67216,3.66922,3.6642,3.65718,3.64833,3.63775,3.6256,3.61199,3.59693,3.58064,3.56322,3.5448,3.52544,3.50543,3.48487,3.46386,3.44234,3.42027,3.39759,3.37425,3.35019,3.32553,3.30042,3.27509,3.24981,3.22475,3.19998,3.17552,3.15139,3.12767,3.10446,3.08183,3.05976,3.03824,3.01719,2.99663,0.0789037,0.293529,0.953147,0.911286,1.62499,-1.6147,1.37772,-0.963699,-0.433855,-0.371869,0.386467,0.30816,0.165034,0.121872,-0.0234645,-0.821684,-0.530004,0.970475,-0.402718,-0.0479545,0.358648,0.080412,70.3,8.5,21
2.76128,2.76333,2.76547,2.76762,2.76983,2.77215,2.77464,2.77733,2.78019,2.78318,2.78645,2.78986,2.79345,2.79724,2.80126,2.80553,2.81005,2.81485,2.81995,2.82534,2.83098,2.83673,2.84247,2.84812,2.85367,2.85918,2.8647,2.87031,2.87606,2.88199,2.8881,2.8943,2.90055,2.90701,2.914,2.92198,2.93138,2.94221,2.95428,2.96731,2.98097,2.99489,3.00885,3.0229,3.03735,3.05293,3.0705,3.09144,3.11641,3.14617,3.18083,3.2198,3.26122,3.30217,3.33929,3.36978,3.39235,3.40754,3.41705,3.42258,3.42544,3.42646,3.42589,3.42367,3.41969,3.41391,3.40627,3.39687,3.38587,3.37345,3.35972,3.3448,3.32881,3.31181,3.29399,3.2754,3.25622,3.2366,3.21674,3.1966,3.17619,3.15543,3.13426,3.11263,3.09055,3.06801,3.04511,3.0221,2.99923,2.97671,2.9546,2.93286,2.91148,2.89044,2.8698,2.84967,2.83006,2.81094,2.79227,2.77402,-0.311386,1.07776,0.603392,-0.0811904,0.262291,-0.405182,0.485728,0.0970756,0.243064,-0.315246,-0.0658869,0.00124178,0.540073,0.190374,0.203964,0.23467,0.444789,-0.0780814,0.261949,-0.271397,-0.350553,-0.29543,69.5,9.6,20.1
