% analcatdata    A collection of data sets used in the book "Analyzing Categorical Data,"
%                by Jeffrey S. Simonoff, Springer-Verlag, New York, 2003. The submission
%                consists of a zip file containing two versions of each of 84 data sets, 
%                plus this README file. Each data set is given in comma-delimited ASCII
%                (.csv) form, and Microsoft Excel (.xls) form.
% 
% NOTICE: These data sets may be used freely for scientific, educational and/or
%         noncommercial purposes, provided suitable acknowledgment is given (by citing
%         the above-named reference).
% 
% Further details concerning the book, including information on statistical software
% (including sample S-PLUS/R and SAS code), are available at the web site
% 
%             http://www.stern.nyu.edu/~jsimonof/AnalCatData
%
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%
%
% Note: Quotes, Single-Quotes and Backslashes were removed, Blanks replaced
%       with Underscores
%

@relation analcatdata-authorship

@attribute a INTEGER
@attribute all INTEGER
@attribute also INTEGER
@attribute an INTEGER
@attribute and INTEGER
@attribute any INTEGER
@attribute are INTEGER
@attribute as INTEGER
@attribute at INTEGER
@attribute be INTEGER
@attribute been INTEGER
@attribute but INTEGER
@attribute by INTEGER
@attribute can INTEGER
@attribute do INTEGER
@attribute down INTEGER
@attribute even INTEGER
@attribute every INTEGER
@attribute for INTEGER
@attribute from INTEGER
@attribute had INTEGER
@attribute has INTEGER
@attribute have INTEGER
@attribute her INTEGER
@attribute his INTEGER
@attribute if INTEGER
@attribute in INTEGER
@attribute into INTEGER
@attribute is INTEGER
@attribute it INTEGER
@attribute its INTEGER
@attribute may INTEGER
@attribute more INTEGER
@attribute must INTEGER
@attribute my INTEGER
@attribute no INTEGER
@attribute not INTEGER
@attribute now INTEGER
@attribute of INTEGER
@attribute on INTEGER
@attribute one INTEGER
@attribute only INTEGER
@attribute or INTEGER
@attribute our INTEGER
@attribute should INTEGER
@attribute so INTEGER
@attribute some INTEGER
@attribute such INTEGER
@attribute than INTEGER
@attribute that INTEGER
@attribute the INTEGER
@attribute their INTEGER
@attribute then INTEGER
@attribute there INTEGER
@attribute things INTEGER
@attribute this INTEGER
@attribute to INTEGER
@attribute up INTEGER
@attribute upon INTEGER
@attribute was INTEGER
@attribute were INTEGER
@attribute what INTEGER
@attribute when INTEGER
@attribute which INTEGER
@attribute who INTEGER
@attribute will INTEGER
@attribute with INTEGER
@attribute would INTEGER
@attribute your INTEGER
@attribute BookID INTEGER
@attribute Author {Austen,London,Milton,Shakespeare}

@data
29,7,0,4,59,0,3,11,18,8,2,16,6,2,3,3,0,1,13,7,12,2,7,17,27,4,38,2,30,38,0,0,2,10,17,6,9,6,33,20,4,6,0,1,0,2,2,3,0,25,101,2,5,10,0,6,27,4,0,26,6,5,5,1,2,3,10,0,1,1,London
26,10,3,4,54,0,6,3,11,5,8,13,2,3,5,2,0,0,20,9,18,3,12,0,20,2,34,3,13,34,0,0,3,2,12,12,14,2,46,4,5,6,7,1,0,10,3,1,0,24,115,5,3,10,0,4,40,2,1,33,13,3,4,1,8,3,5,4,0,1,London
27,10,2,6,68,2,2,2,9,6,2,8,9,0,2,3,4,0,16,3,12,0,3,0,7,1,55,2,6,16,7,1,5,2,0,3,10,1,78,8,3,0,0,5,2,2,1,3,5,19,183,14,1,7,1,7,37,1,2,30,21,6,4,3,3,3,11,7,0,1,London
24,5,1,4,41,0,5,13,8,9,5,10,10,1,3,2,3,1,13,6,19,4,3,0,8,3,37,2,5,32,7,0,2,1,0,14,13,0,80,6,1,1,3,8,2,8,2,5,0,29,169,19,2,5,2,11,34,2,0,34,12,7,4,1,1,2,9,11,3,1,London
18,13,0,3,66,3,9,9,4,28,2,9,7,3,3,1,2,3,19,2,2,3,8,0,6,2,29,4,11,21,5,1,6,0,1,3,8,6,72,6,2,2,2,6,0,2,0,2,5,14,152,12,1,10,1,6,39,2,3,9,0,8,7,0,2,61,8,1,2,1,London
16,12,2,3,80,0,1,12,6,6,4,10,16,1,1,2,1,2,11,9,14,1,3,6,1,1,41,5,5,21,5,0,5,0,2,5,6,3,81,10,2,2,3,1,0,4,0,0,2,14,177,10,2,5,2,12,37,2,2,43,30,4,1,0,5,11,7,1,0,1,London
20,9,2,3,76,0,5,10,10,5,3,8,4,2,2,2,1,2,16,7,10,0,5,0,8,1,37,4,3,21,3,0,0,2,8,3,5,1,56,8,2,0,4,7,1,6,1,0,3,11,141,10,2,6,2,3,43,4,4,35,22,4,12,2,5,2,15,2,1,1,London
39,4,0,4,66,2,0,15,5,1,7,11,17,0,0,3,0,1,23,9,15,1,2,1,14,1,43,7,0,13,3,1,2,2,0,8,6,0,76,7,4,1,1,5,0,3,2,0,2,16,159,25,0,4,0,7,30,2,3,41,30,1,4,1,4,0,15,1,0,1,London
16,10,0,2,76,1,6,10,6,7,1,13,6,1,5,3,0,4,15,5,10,0,6,0,14,1,43,2,6,20,6,1,1,2,3,7,10,1,67,10,3,2,2,21,3,2,2,1,2,20,153,12,2,11,1,6,43,2,3,42,24,1,1,2,5,3,12,1,6,1,London
24,8,1,5,54,1,3,11,12,7,4,9,13,2,4,2,1,0,19,4,11,2,8,2,17,1,53,2,14,24,8,0,3,1,3,9,14,1,54,6,9,5,2,4,1,3,2,1,4,43,140,1,1,7,0,13,47,3,3,53,14,1,5,2,7,3,9,5,0,1,London
41,5,0,6,70,0,1,7,6,10,5,6,14,0,0,4,0,2,7,4,4,0,6,4,4,3,35,4,4,16,0,0,7,2,5,8,4,1,84,12,9,1,1,13,5,6,1,2,2,18,161,2,4,6,0,9,28,3,3,46,20,1,5,1,6,2,12,5,0,1,London
63,12,2,5,59,2,0,4,10,4,9,7,12,2,0,8,2,1,18,17,16,4,4,0,12,1,32,1,7,21,2,1,4,2,9,11,4,5,67,12,7,1,2,2,0,2,4,1,3,20,131,2,4,8,2,6,34,5,0,52,5,1,8,1,2,5,7,5,0,1,London
36,9,0,3,57,2,2,14,13,10,11,10,6,1,1,0,3,2,9,9,20,2,9,2,16,1,43,6,7,15,1,2,2,7,10,6,7,1,74,9,11,1,4,13,2,6,3,4,2,19,112,5,4,6,1,9,40,3,0,35,10,3,1,7,8,3,9,2,5,1,London
45,9,1,5,46,0,4,14,12,1,5,10,15,0,2,1,0,1,14,5,13,2,4,10,18,0,32,3,4,21,4,3,3,0,7,1,13,4,74,10,11,3,0,13,0,2,0,3,2,22,116,5,3,5,2,13,45,1,5,52,8,0,3,4,2,1,6,2,1,1,London
29,8,2,4,83,3,6,12,14,1,5,11,5,1,3,5,3,2,16,9,15,1,7,0,19,2,35,1,6,20,0,0,1,0,19,4,19,2,54,11,6,5,1,5,1,8,2,1,4,27,84,1,5,8,0,4,26,4,0,53,14,1,7,1,3,1,11,3,1,1,London
20,5,0,4,84,0,2,11,4,5,2,5,14,0,3,2,1,1,12,5,14,1,4,0,16,3,49,7,4,14,3,1,7,6,0,4,7,4,81,9,7,0,2,13,0,3,0,1,2,13,143,15,3,7,1,9,42,3,5,32,24,3,2,7,2,0,10,5,1,1,London
15,12,0,1,79,2,5,9,10,14,9,5,10,1,0,0,0,1,23,7,13,5,6,0,6,0,34,3,11,13,6,1,0,0,1,7,10,2,85,6,3,0,12,9,0,3,0,2,4,15,169,8,1,3,2,8,35,2,2,24,32,1,6,2,5,8,12,5,0,1,London
27,5,0,4,53,0,0,2,8,16,8,10,5,2,0,2,3,1,13,2,17,1,9,6,16,6,35,1,12,19,4,0,2,2,11,4,4,1,65,9,5,2,3,12,1,2,5,2,1,22,125,4,3,12,1,7,49,3,1,45,25,4,2,4,4,2,11,7,1,1,London
37,12,1,6,51,1,0,12,7,4,10,8,6,3,4,4,2,2,15,4,22,1,5,1,4,2,49,3,5,20,2,0,2,0,3,5,9,3,54,17,7,2,5,6,2,7,2,0,2,26,144,13,3,13,1,3,34,9,4,49,22,3,2,1,1,1,15,1,2,1,London
43,7,1,2,70,1,1,7,8,2,3,13,10,1,0,5,1,3,15,16,19,0,3,12,5,0,37,4,0,21,1,0,4,0,7,3,10,6,60,13,6,2,0,8,1,0,2,0,1,22,138,4,3,3,1,9,30,3,2,42,16,1,4,6,0,0,17,2,0,1,London
42,15,0,6,79,0,0,14,14,5,8,15,10,3,1,8,0,2,6,6,16,1,2,3,2,1,31,7,3,30,3,1,0,0,19,1,11,2,58,16,4,3,2,4,1,3,4,0,0,28,115,4,5,4,1,7,24,9,3,41,17,7,1,0,6,0,8,1,2,1,London
39,6,0,4,72,1,3,9,11,2,6,15,8,1,1,12,0,3,4,9,15,0,2,1,9,1,34,10,1,32,3,0,4,0,3,8,8,2,56,20,3,2,2,2,0,4,0,0,2,15,153,7,2,3,0,6,36,6,6,34,20,1,5,6,4,0,17,3,3,1,London
45,9,2,8,84,1,2,14,9,1,0,9,12,1,2,11,1,0,8,12,16,0,3,0,15,0,34,6,4,20,0,0,3,0,22,10,8,1,56,19,6,5,2,0,0,2,7,1,1,26,125,2,3,7,0,5,24,5,5,45,8,3,2,0,1,1,17,5,0,1,London
28,11,0,6,57,3,3,8,5,8,8,8,8,3,2,1,2,0,7,3,8,3,17,1,2,2,44,3,11,17,2,0,2,0,35,3,16,3,95,3,1,1,4,5,0,6,1,1,2,30,110,1,4,3,8,7,30,0,2,29,8,3,7,5,6,7,13,1,4,2,London
50,7,0,7,51,2,7,8,7,3,4,7,11,2,1,2,1,1,18,3,14,0,5,0,15,1,44,4,11,12,4,1,3,3,20,4,5,2,76,12,3,4,5,0,1,9,0,3,3,26,129,2,1,4,2,12,32,4,0,50,3,4,4,2,3,0,7,2,2,2,London
21,13,2,3,54,0,3,8,6,2,4,5,6,4,1,2,3,2,16,7,13,1,9,0,14,3,49,2,9,21,1,0,5,4,8,3,6,8,66,12,3,4,3,0,1,3,4,2,1,24,154,6,1,5,2,8,46,4,2,35,9,4,4,3,7,3,8,0,1,2,London
43,4,0,1,65,3,7,8,7,9,8,10,11,1,9,2,0,1,11,6,14,2,8,0,10,2,33,0,8,8,1,0,0,0,15,6,8,1,61,9,11,5,3,1,1,10,2,0,2,20,124,5,4,6,1,8,53,4,5,20,10,7,3,1,12,7,5,0,3,2,London
44,7,0,4,59,3,3,17,2,3,7,4,9,0,3,4,3,1,18,6,17,2,5,0,11,4,48,4,11,14,0,1,1,0,19,9,6,2,51,7,10,2,1,4,0,3,1,4,1,25,102,5,3,6,2,3,35,4,2,41,11,7,5,8,3,0,13,9,0,2,London
43,3,0,6,81,1,5,11,7,7,5,7,9,0,4,0,2,0,14,6,9,1,2,0,5,4,34,4,10,25,4,0,2,0,21,4,14,2,48,16,14,8,6,0,0,5,1,0,2,23,96,1,4,10,2,7,36,4,0,46,3,3,10,3,2,3,12,8,0,2,London
31,13,2,2,65,1,3,8,7,9,5,12,9,1,3,1,2,2,17,6,27,3,3,0,10,1,40,4,3,18,0,1,1,2,16,4,10,0,54,19,6,3,4,7,0,9,1,0,1,20,99,2,1,9,1,5,53,0,0,39,17,3,8,6,7,1,18,0,0,2,London
33,10,0,21,40,3,5,7,9,6,8,10,6,3,2,0,1,0,7,4,21,2,4,0,4,4,34,3,12,22,2,0,5,1,36,2,3,4,57,13,4,0,5,1,2,4,1,1,0,18,111,2,9,13,0,7,40,4,1,23,5,6,2,3,1,1,16,3,0,2,London
19,6,1,2,93,2,1,7,12,1,8,7,10,0,2,4,0,0,3,5,14,0,17,5,3,2,50,3,0,5,0,1,5,0,30,1,10,1,104,14,5,1,4,0,0,5,0,2,4,23,109,1,1,0,5,1,28,0,1,17,8,1,13,6,5,1,7,2,0,2,London
34,3,1,12,57,3,4,13,8,3,5,5,5,1,2,7,0,1,10,2,8,1,12,0,6,2,36,3,16,25,0,1,7,1,31,2,6,2,52,11,3,5,3,0,0,9,2,4,5,22,116,5,8,1,1,8,46,4,2,26,1,2,6,4,5,5,16,6,8,2,London
25,3,1,16,48,5,4,8,7,4,3,7,5,0,5,2,1,1,14,5,12,1,4,0,7,5,34,3,15,17,1,0,2,0,19,3,2,5,45,5,6,5,6,2,0,5,1,3,3,27,82,0,5,5,2,6,54,2,0,31,4,8,11,1,1,2,12,6,7,2,London
19,12,0,2,59,2,8,13,5,2,4,5,5,5,2,2,2,6,13,4,7,0,5,0,2,6,31,4,21,32,1,0,1,3,25,6,5,4,49,18,7,4,3,0,0,3,2,3,1,32,120,4,6,4,0,9,48,2,0,20,11,2,11,3,4,9,9,1,17,2,London
28,9,0,1,54,1,10,8,8,13,2,10,5,7,5,2,2,0,15,6,11,0,13,0,5,11,29,5,5,34,0,2,3,2,22,2,5,8,38,15,2,2,3,0,0,6,0,1,3,32,79,0,4,5,1,6,30,3,1,33,3,4,10,1,2,8,10,2,13,2,London
28,9,1,8,47,2,1,15,17,7,8,11,9,1,1,0,3,0,12,7,24,0,7,0,11,6,24,2,1,19,2,0,3,3,62,4,6,3,56,8,3,2,4,0,1,11,1,4,2,31,104,0,6,7,1,10,50,3,4,63,4,3,4,0,5,5,6,6,2,2,London
28,10,3,2,64,1,1,19,6,8,5,7,9,1,2,0,0,0,10,9,20,0,4,0,10,2,39,2,2,26,0,1,2,2,42,10,9,7,68,9,1,2,1,1,2,7,4,1,3,41,91,0,3,1,1,6,31,1,2,63,3,4,2,2,2,4,16,6,0,2,London
37,9,0,3,61,1,5,18,10,3,6,13,6,0,4,1,0,0,18,4,11,4,8,0,19,2,25,1,18,22,0,3,1,4,32,4,17,1,37,11,4,1,4,0,0,5,1,2,2,17,73,0,4,2,1,6,35,2,1,19,7,7,10,5,2,4,19,0,10,2,London
39,9,1,6,70,2,1,16,11,8,6,16,6,0,2,0,0,1,9,1,12,4,4,7,19,1,36,1,7,27,0,0,2,1,30,5,9,1,52,9,7,1,5,5,3,8,0,4,3,25,92,0,3,4,0,9,34,3,0,53,5,4,4,5,5,1,11,6,7,2,London
29,7,0,2,79,2,8,14,11,8,2,11,6,0,4,1,2,0,16,2,9,1,12,0,27,5,25,4,12,30,0,1,4,3,35,1,12,4,37,16,3,1,0,2,0,13,0,4,4,20,68,2,9,6,0,5,41,0,2,27,8,4,3,2,0,3,10,5,5,2,London
39,7,1,6,67,3,4,17,4,8,3,12,6,5,6,5,3,1,14,10,11,1,12,0,14,4,29,5,15,28,0,1,3,4,32,1,6,5,42,12,4,4,1,0,2,9,1,1,3,24,69,2,3,3,0,5,33,3,1,45,3,6,7,1,2,8,11,3,10,2,London
39,14,3,6,96,2,0,17,6,8,1,5,7,0,0,2,1,1,11,5,7,0,5,2,2,0,24,6,3,16,1,0,1,3,32,3,5,2,67,20,5,5,8,8,0,7,2,1,0,27,121,8,1,12,1,7,25,2,3,42,23,4,4,4,6,3,20,4,0,2,London
28,9,0,11,62,2,2,16,12,5,1,11,2,7,1,1,1,1,7,12,8,2,3,9,16,10,24,5,10,22,1,0,2,3,21,6,8,6,33,11,4,0,3,18,0,2,3,2,2,19,82,2,7,6,1,5,38,11,3,25,5,7,2,0,5,6,19,5,0,2,London
41,10,1,4,93,2,2,4,11,5,5,9,3,0,1,2,0,0,11,3,8,0,5,0,8,3,38,6,9,15,1,0,3,4,36,6,8,2,83,12,1,0,3,1,2,8,0,1,3,20,122,5,1,7,1,6,38,1,5,35,9,5,7,3,2,1,14,2,1,2,London
29,15,1,5,69,4,9,10,11,2,7,5,5,1,0,0,0,0,11,3,9,3,17,0,7,1,27,6,26,13,4,1,3,2,22,4,12,5,79,10,4,5,4,5,0,9,0,2,0,28,119,0,1,3,1,3,27,1,1,18,8,2,11,4,1,8,13,0,0,2,London
34,4,1,5,65,2,0,9,13,2,4,10,4,1,1,3,0,1,13,12,21,0,2,1,23,1,28,1,0,18,0,5,5,1,13,4,8,2,48,19,1,5,1,17,0,3,4,0,5,26,92,0,1,6,0,6,38,8,1,39,16,0,6,0,8,1,16,1,5,2,London
35,9,1,6,61,2,2,4,10,3,9,11,7,1,3,6,0,0,19,13,18,0,2,6,9,1,30,4,0,20,0,0,4,0,5,10,8,3,55,15,5,4,1,15,0,6,0,0,4,17,120,9,2,7,0,7,40,10,2,40,25,2,5,3,4,2,14,0,3,2,London
36,8,1,6,73,2,1,2,10,2,5,11,3,0,1,6,1,0,18,11,10,1,5,2,9,0,27,10,0,16,0,0,2,4,3,1,17,1,50,20,7,5,3,15,0,9,6,2,3,19,116,5,2,9,0,3,32,8,1,42,25,2,12,1,4,0,8,3,4,2,London
33,11,0,3,60,2,3,14,7,6,2,8,8,2,1,4,1,0,21,8,17,1,5,3,8,2,27,4,1,18,0,0,4,1,12,3,7,4,39,12,3,4,4,11,0,7,3,2,2,21,90,2,8,4,1,5,37,6,1,29,17,3,8,1,2,2,16,4,4,2,London
30,19,1,6,76,3,0,10,8,7,1,7,6,0,3,4,0,0,8,8,17,1,4,5,7,2,26,5,9,8,1,1,2,2,6,2,14,0,47,12,8,2,1,17,3,10,3,0,2,25,107,5,5,7,0,9,41,4,2,34,26,6,8,5,5,2,12,3,3,2,London
29,8,1,6,51,1,10,12,10,8,2,11,11,0,9,0,1,0,15,7,13,2,10,0,13,4,23,5,6,22,1,0,1,2,23,4,11,1,29,19,3,1,2,5,1,9,1,3,3,33,70,2,4,5,1,4,55,8,2,25,1,4,11,1,4,4,12,0,9,2,London
46,8,0,9,43,3,8,13,6,4,4,7,7,4,2,1,1,0,7,7,21,2,5,3,10,1,39,3,17,21,0,0,3,2,10,5,15,0,42,14,3,6,13,12,1,9,5,10,3,26,77,5,3,6,4,4,34,2,2,29,8,8,6,8,3,4,12,8,2,2,London
38,11,1,4,78,4,1,6,9,4,2,12,9,0,3,2,0,0,9,8,6,0,6,8,3,2,33,3,7,13,3,2,4,2,19,4,9,0,64,18,5,3,0,9,0,8,2,2,0,21,112,6,1,6,0,1,31,5,3,36,15,4,3,9,6,0,15,2,0,2,London
38,11,6,5,68,3,0,16,5,4,2,6,9,0,1,5,1,1,17,6,8,2,2,0,14,2,30,3,2,8,3,0,2,1,10,1,5,2,68,16,8,2,5,8,0,5,0,1,2,14,133,10,1,5,0,2,39,7,3,46,31,5,9,5,1,1,17,1,0,2,London
45,12,0,7,69,1,1,8,13,4,2,15,7,2,2,1,2,1,18,12,8,1,2,0,11,0,30,0,3,13,3,0,4,3,12,4,4,2,58,11,8,1,6,9,0,7,1,3,2,18,111,3,0,3,0,4,33,5,1,34,18,7,2,11,5,2,14,3,0,2,London
42,11,1,7,72,0,5,9,6,3,1,10,11,1,1,1,1,0,13,7,18,1,7,10,10,3,30,2,3,8,0,0,3,1,34,12,3,5,53,15,8,4,2,4,1,5,1,2,5,18,98,3,2,7,2,8,37,0,1,46,9,7,6,2,2,3,10,0,0,2,London
44,12,1,2,74,2,7,11,4,10,2,14,6,2,4,0,1,1,13,6,11,1,8,25,7,3,26,2,4,16,0,1,4,1,21,6,19,0,54,2,1,2,2,2,1,5,1,5,6,24,90,3,2,7,2,6,33,2,4,43,8,6,5,1,7,11,26,6,4,2,London
32,5,2,3,58,1,1,8,8,0,4,11,12,0,1,2,2,0,16,8,16,0,1,4,12,2,28,2,6,18,0,0,5,1,14,9,9,3,86,12,4,2,6,6,0,2,0,0,5,17,133,5,2,5,0,4,35,1,0,48,15,4,6,4,5,1,9,1,2,2,London
41,8,0,3,82,2,0,7,5,9,3,7,17,0,1,1,2,5,13,6,4,0,6,2,8,0,34,2,5,13,0,0,4,2,13,6,12,1,71,13,3,1,2,7,1,2,0,0,6,26,124,8,1,13,1,3,40,2,4,49,15,4,5,2,7,0,15,4,3,2,London
28,8,0,5,73,1,3,10,10,4,3,10,6,5,2,2,2,0,15,3,13,1,7,3,10,0,37,1,7,14,2,0,6,2,32,1,9,4,54,20,3,2,4,1,0,7,1,1,4,17,100,4,3,5,0,1,34,3,4,44,7,5,10,1,2,4,15,6,4,2,London
29,5,2,1,56,2,7,16,8,9,2,9,5,0,5,0,0,0,7,10,11,1,14,0,3,0,40,7,32,39,0,0,5,2,25,8,9,7,60,9,4,1,2,5,1,2,3,0,4,34,80,0,3,8,0,7,32,4,1,22,1,10,10,2,2,5,7,4,7,2,London
39,5,1,1,93,0,4,11,11,2,4,12,7,0,0,5,0,1,11,7,8,1,6,6,20,0,29,3,4,10,0,0,2,1,23,8,7,3,65,13,1,1,4,1,2,6,0,1,5,16,114,5,1,5,1,3,33,2,4,41,12,2,9,2,4,1,21,3,0,2,London
36,15,1,5,72,2,1,18,9,4,6,11,13,1,0,1,1,0,12,13,27,1,10,18,6,3,40,4,11,14,3,3,2,1,10,6,9,3,57,12,2,0,2,2,0,4,1,0,4,20,95,3,3,5,1,10,40,2,5,45,19,4,9,5,14,2,11,3,0,2,London
51,4,1,2,82,2,7,10,9,4,2,6,9,0,4,1,2,3,18,9,13,1,5,10,8,2,29,7,16,30,0,2,2,2,21,5,8,1,52,10,1,1,3,4,1,5,4,5,0,17,80,8,3,10,3,6,40,2,3,43,12,9,5,4,8,3,16,2,5,2,London
38,12,1,3,53,2,10,8,6,7,1,12,5,2,3,1,3,1,18,6,9,2,14,3,21,5,26,2,44,24,0,1,2,3,7,9,20,1,48,8,3,2,6,6,1,9,4,2,2,33,89,3,2,14,1,16,29,5,2,28,10,11,2,4,5,9,11,16,3,2,London
31,7,0,3,50,3,5,12,6,8,5,15,9,1,2,0,0,0,14,6,17,15,20,25,14,5,22,2,32,13,0,2,4,4,14,11,16,0,52,10,2,2,1,3,4,10,3,5,2,28,81,6,1,3,0,14,46,2,4,27,7,5,3,3,6,11,7,4,2,2,London
23,9,0,4,73,2,3,16,4,9,4,5,13,0,1,2,0,0,21,1,22,1,7,7,17,6,30,6,11,17,1,1,2,2,15,11,18,4,41,6,4,1,3,2,1,8,0,0,2,28,106,3,1,8,1,13,52,1,3,55,12,3,3,1,2,1,10,5,1,2,London
30,17,1,5,70,3,13,15,2,5,4,11,7,4,7,0,1,0,14,6,4,2,9,13,1,2,33,2,24,15,0,3,2,1,16,6,19,1,69,5,2,2,2,2,0,10,1,4,4,30,94,7,3,4,2,12,40,2,2,22,3,3,2,0,6,5,4,7,3,2,London
25,10,2,4,45,1,4,14,10,13,8,7,13,1,3,1,1,2,10,6,8,3,12,0,2,4,31,4,17,24,1,2,2,1,30,6,17,1,70,14,6,3,9,1,0,6,1,0,4,23,111,4,3,4,0,17,37,2,4,31,8,3,6,5,5,12,7,6,0,2,London
35,8,4,0,58,1,0,5,11,6,3,7,6,0,1,3,4,0,18,8,15,0,4,0,9,1,41,3,1,17,0,0,7,2,16,3,16,2,52,14,5,1,5,8,1,15,1,1,4,23,126,3,3,5,0,5,44,2,4,55,18,1,3,9,4,0,14,7,0,2,London
38,6,0,3,74,1,0,7,2,6,2,13,11,0,3,1,1,1,16,6,13,0,7,0,12,1,27,2,2,20,1,0,7,2,13,8,19,2,65,8,8,2,2,10,3,10,1,2,5,25,116,2,3,5,1,4,47,2,2,47,19,2,3,3,1,0,27,7,2,2,London
40,6,0,5,65,0,1,7,13,5,8,6,11,1,2,0,1,5,13,16,22,1,8,1,12,3,32,4,2,27,1,3,2,0,26,8,16,2,54,10,3,5,1,9,4,15,0,3,3,28,91,1,3,4,1,3,37,6,1,39,6,5,6,1,3,3,14,3,1,2,London
32,8,4,2,58,4,0,16,9,3,5,7,10,0,0,0,1,0,17,5,18,0,6,0,1,2,25,3,1,17,0,0,6,0,39,9,14,0,79,15,6,1,2,0,1,11,4,2,7,33,100,2,2,6,1,4,47,2,6,34,10,1,9,10,2,2,13,8,0,2,London
41,7,3,3,54,3,0,9,8,5,1,6,11,0,0,0,3,1,21,8,18,0,3,0,2,1,39,0,1,20,2,0,3,0,52,6,8,2,99,14,4,2,4,0,4,9,2,2,3,25,114,1,1,3,3,11,43,4,2,34,8,0,4,17,1,2,21,1,0,2,London
39,6,2,10,53,3,1,13,11,7,7,5,16,2,0,1,1,3,12,5,18,0,9,0,9,3,37,4,9,17,5,0,3,4,21,2,5,3,69,13,5,0,4,3,1,7,1,5,3,27,119,8,0,5,0,14,52,2,2,25,8,5,5,6,3,2,9,2,0,2,London
27,9,0,6,58,1,4,15,6,6,7,14,12,2,5,2,1,1,9,5,6,2,12,0,22,1,30,6,17,23,1,0,1,8,24,4,8,3,41,14,4,3,1,1,0,8,2,2,2,30,88,1,1,1,1,11,44,4,1,38,4,3,3,2,1,10,18,3,12,2,London
22,12,1,2,80,1,6,11,1,1,3,4,4,0,2,0,3,0,5,7,3,1,28,0,4,1,49,2,11,24,2,0,1,1,22,1,8,3,69,19,8,6,2,25,2,3,0,0,1,37,112,1,1,4,1,3,28,1,1,19,6,6,10,3,3,0,9,0,7,2,London
22,16,1,1,111,0,5,11,4,2,2,3,9,1,3,2,2,0,17,7,4,3,17,34,13,0,42,3,22,6,0,0,4,1,15,7,7,3,60,2,3,3,8,8,0,5,0,2,5,33,119,1,1,4,3,5,30,1,2,23,4,2,3,2,8,1,15,1,0,2,London
13,5,2,2,131,0,0,10,9,1,3,8,9,0,0,3,0,0,16,20,8,3,5,29,2,0,44,4,2,11,1,0,1,0,19,2,5,1,53,5,1,1,3,5,2,4,0,0,0,17,182,9,0,5,1,2,33,1,4,27,12,2,14,0,4,2,15,2,0,2,London
19,7,2,2,107,1,0,4,10,1,3,10,5,1,2,3,1,0,16,8,20,0,7,7,9,2,32,3,1,17,5,0,5,0,18,4,9,1,68,15,8,2,3,26,4,7,1,1,0,31,148,5,1,12,0,2,27,2,1,39,19,0,15,1,6,0,10,7,0,2,London
17,15,2,1,102,0,4,11,8,7,5,6,8,2,1,1,3,0,21,5,5,11,9,26,1,1,38,3,15,9,1,0,1,1,23,2,2,1,74,11,5,0,5,14,1,6,1,1,3,27,166,4,0,3,1,4,22,0,1,40,4,0,9,3,6,7,5,0,0,2,London
47,8,1,5,48,1,2,7,10,9,4,7,11,2,2,2,2,1,19,4,21,7,8,0,11,3,29,2,20,29,1,0,1,2,30,3,7,1,46,19,11,2,0,1,4,14,1,3,3,32,93,1,3,3,0,7,43,7,2,32,5,2,6,7,6,4,10,3,0,2,London
47,6,1,6,68,0,0,3,16,5,6,15,9,1,2,4,3,1,15,9,18,2,1,0,37,1,29,10,1,10,2,0,3,0,0,2,12,0,47,11,7,2,9,0,0,5,1,0,1,16,132,3,4,7,2,5,27,4,0,35,13,4,4,5,4,0,12,1,1,3,London
44,8,1,8,95,1,0,13,18,5,2,9,10,1,1,2,0,0,17,8,16,0,1,0,29,0,29,7,1,13,2,0,4,0,1,6,10,4,41,14,10,0,1,1,0,5,2,1,0,25,128,2,2,3,0,4,24,1,5,46,5,0,8,5,3,0,15,6,1,3,London
34,4,1,9,89,1,0,17,9,7,2,10,8,0,1,6,3,2,7,9,13,0,1,8,33,1,17,9,1,18,0,0,6,0,0,8,11,1,38,10,9,3,3,0,1,6,2,1,1,19,79,4,2,6,1,6,48,2,7,56,11,1,9,4,6,1,20,4,0,3,London
33,9,0,5,89,0,0,12,6,4,3,12,7,0,2,3,3,1,19,7,12,0,3,0,42,0,26,6,0,21,0,0,3,0,0,6,12,1,51,5,1,2,7,0,1,7,0,2,2,15,115,5,2,4,2,2,41,6,0,49,9,2,6,10,1,1,14,3,0,3,London
38,3,0,7,80,0,0,8,12,2,3,9,9,0,0,4,2,1,12,8,21,0,3,0,33,0,30,6,1,21,2,0,0,0,1,8,8,1,49,11,3,7,5,0,0,1,2,1,0,10,129,14,2,4,0,4,40,0,8,39,15,2,7,7,3,0,17,2,0,3,London
26,15,1,3,85,2,1,10,13,0,4,9,14,0,0,5,1,3,15,6,11,0,2,4,31,1,25,8,0,17,0,0,2,1,0,2,8,0,35,13,12,0,3,0,3,8,2,0,2,21,116,2,5,3,2,9,35,11,7,45,12,1,3,8,4,0,15,2,0,3,London
33,6,1,3,83,0,0,14,11,3,3,9,13,0,0,9,2,2,8,6,13,0,1,0,24,1,38,6,5,28,2,1,5,0,0,2,13,1,66,6,6,3,3,0,1,3,1,2,3,20,140,4,2,3,3,10,35,10,1,44,11,0,4,8,1,0,12,1,0,3,London
